n1-Pc0.9-Pm0.01,n2-Pc0.9-Pm0.01,n4-Pc0.9-Pm0.01,n8-Pc0.9-Pm0.01,n16-Pc0.9-Pm0.01,n32-Pc0.9-Pm0.01
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
71.1885,111.6,195.40200000000002,238.201,340.648,361.255
71.1885,111.6,195.40200000000002,238.201,340.648,361.255
71.1885,111.6,195.40200000000002,238.201,340.647,361.255
71.188,111.6,195.40200000000002,238.201,340.647,361.255
71.188,111.6,195.40200000000002,238.201,340.647,361.255
71.188,111.6,195.40200000000002,238.201,340.647,361.255
71.188,111.6,195.40200000000002,238.201,340.23699999999997,361.255
71.188,111.6,195.40200000000002,238.201,339.912,361.255
71.188,111.6,195.40200000000002,238.201,339.912,361.255
71.188,111.565,195.40200000000002,238.201,339.702,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.188,111.565,195.40200000000002,238.201,339.69,361.255
71.1841,111.565,195.40200000000002,238.201,339.69,361.255
71.1841,111.561,195.40200000000002,238.201,339.69,361.255
71.1841,111.561,195.39,238.201,339.69,361.255
71.1841,111.561,195.39,238.201,339.69,359.23199999999997
71.1841,111.561,195.39,238.201,339.561,359.23199999999997
71.1841,111.561,195.39,238.201,338.48800000000006,358.017
71.1841,111.561,195.39,238.201,338.48800000000006,357.69199999999995
71.1841,111.561,195.39,238.201,337.205,357.54
71.1841,111.561,195.39,238.201,337.096,357.54
71.1841,111.561,195.355,238.201,337.03,357.345
71.1841,111.561,195.355,238.201,337.03,357.333
71.1841,111.561,195.355,238.201,336.897,357.33099999999996
71.1841,111.561,195.355,238.201,336.897,357.264
71.1841,111.561,195.355,238.201,336.897,357.264
71.1841,111.561,195.355,238.201,336.843,357.264
71.1841,111.561,195.351,238.201,336.843,357.264
71.1841,111.561,195.351,238.201,336.843,357.264
71.1841,111.561,195.347,238.201,336.843,357.264
71.1841,111.561,195.347,238.201,336.843,357.264
71.1841,111.561,195.347,238.201,336.843,357.264
71.1841,111.561,195.347,238.201,336.843,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0522,111.561,195.347,238.201,336.809,357.264
71.0393,111.561,195.347,238.201,336.809,357.264
71.0393,111.561,195.347,238.201,336.805,357.264
71.0393,111.561,195.347,238.201,336.805,357.264
71.0393,111.561,195.347,238.201,336.805,357.264
71.0393,111.561,195.347,238.201,336.805,357.264
71.0393,111.561,195.347,238.201,336.805,357.264
71.0348,111.561,195.347,238.201,336.805,357.264
71.0348,111.561,195.347,238.201,336.805,357.264
 , , , , , 
